Date,Price,Open,High,Low,Volume,Rate
29.09.2022,295.50,296.10,303.60,286.30,"6,18","0,34"
28.09.2022,294.50,293.50,302.10,292.80,"5,14","-0,17"
27.09.2022,295.00,302.70,305.00,294.20,"4,50","-1,90"
26.09.2022,300.70,307.20,308.20,292.60,"4,92","-2,18"
23.09.2022,307.40,318.50,319.70,306.50,"3,62","-3,45"
22.09.2022,318.40,306.30,322.10,304.80,"5,35","3,95"
21.09.2022,306.30,309.00,318.90,304.50,"4,70","-0,07"
20.09.2022,306.50,312.50,320.80,302.20,"5,78","-1,61"
19.09.2022,311.50,334.00,336.20,311.50,"3,41","-6,40"
16.09.2022,332.80,336.00,343.00,332.80,"4,25","-0,66"
15.09.2022,335.00,341.50,349.40,335.00,"5,08","-1,67"
14.09.2022,340.70,329.50,341.00,317.30,"5,04","3,43"
13.09.2022,329.40,342.20,346.50,328.60,"8,41","-2,28"
12.09.2022,337.10,337.10,341.90,333.70,"7,05","0,54"
09.09.2022,335.30,338.50,342.30,334.50,"4,42","-0,06"
08.09.2022,335.50,341.30,346.70,334.20,"5,84","-0,94"
07.09.2022,338.70,335.70,340.80,328.30,"6,02","0,86"
06.09.2022,335.80,340.00,347.30,335.00,"7,73","-0,50"
05.09.2022,337.50,338.00,342.80,334.60,"7,26","0,21"
02.09.2022,336.80,341.20,346.60,336.60,"4,97","-0,62"
01.09.2022,338.90,356.40,356.40,338.90,"6,56","-5,68"
31.08.2022,359.30,363.00,364.00,354.00,"5,53","-0,50"
29.08.2022,361.10,342.00,363.70,340.50,"6,24","5,06"
26.08.2022,343.70,349.90,353.70,340.30,"5,00","-1,41"
25.08.2022,348.60,343.50,351.80,341.60,"4,80","2,23"
24.08.2022,341.00,342.50,349.60,337.80,"5,98","0,03"
23.08.2022,340.90,323.20,341.40,322.90,"6,43","5,48"
22.08.2022,323.20,320.30,331.40,317.10,"6,55","-1,13"
19.08.2022,326.90,329.10,340.30,326.00,"8,99","-0,64"
18.08.2022,329.00,305.90,330.40,304.70,"9,85","7,69"
17.08.2022,305.50,301.30,306.70,297.60,"7,60","1,87"
16.08.2022,299.90,300.00,302.00,288.50,"15,87","4,31"
15.08.2022,287.50,296.00,297.00,283.10,"3,87","-2,08"
12.08.2022,293.60,294.60,296.00,291.20,"3,62","0,55"
11.08.2022,292.00,287.10,298.30,287.00,"5,96","2,71"
10.08.2022,284.30,285.00,287.20,282.90,"3,37","-0,14"
09.08.2022,284.70,274.20,285.00,273.40,"6,69","4,10"
08.08.2022,273.50,271.10,274.90,270.70,"3,79","1,67"
05.08.2022,269.00,271.50,272.30,265.70,"3,36","-0,52"
04.08.2022,270.40,275.00,276.90,270.40,"3,57","-0,95"
03.08.2022,273.00,273.00,274.80,271.50,"2,67","0,81"
02.08.2022,270.80,273.50,275.80,268.50,"3,91","-0,81"
01.08.2022,273.00,268.70,275.00,267.00,"4,28","1,71"
29.07.2022,268.40,257.50,268.40,256.00,"4,83","4,31"
28.07.2022,257.30,260.00,263.30,257.00,"3,54","-0,04"
27.07.2022,257.40,259.40,260.50,255.30,"2,66","-0,16"
26.07.2022,257.80,256.10,264.70,256.00,"3,04","1,90"
25.07.2022,253.00,247.50,253.30,247.20,"1,82","1,98"
22.07.2022,248.10,252.00,254.30,246.70,"2,61","-0,40"
21.07.2022,249.10,255.00,256.00,248.30,"3,20","-2,12"
20.07.2022,254.50,244.70,254.50,242.60,"3,52","4,05"
19.07.2022,244.60,242.00,250.40,240.60,"3,96","0,45"
18.07.2022,243.50,234.00,243.50,233.20,"3,70","6,89"
14.07.2022,227.80,233.30,235.30,227.70,"2,64","-2,32"
13.07.2022,233.20,239.90,239.90,231.00,"3,34","-4,07"
08.07.2022,243.10,243.70,246.30,242.30,975.35K,"-0,61"
07.07.2022,244.60,246.00,247.00,238.30,"5,17","-0,08"
06.07.2022,244.80,255.20,255.80,242.60,"5,01","-4,08"
05.07.2022,255.20,265.20,266.60,253.20,"2,60","-3,52"
04.07.2022,264.50,270.00,274.70,264.40,"3,75","-1,49"
01.07.2022,268.50,264.50,274.00,263.40,"3,99","1,51"
30.06.2022,264.50,262.40,266.70,257.40,"4,36","0,84"
29.06.2022,262.30,265.70,271.50,260.40,"3,51","-1,83"
28.06.2022,267.20,274.90,278.90,263.90,"4,11","-2,09"
27.06.2022,272.90,259.60,273.30,258.50,"3,68","2,25"
24.06.2022,266.90,267.60,270.30,264.50,"2,48","0,11"
23.06.2022,266.60,266.60,272.40,265.00,"3,50","0,04"
22.06.2022,266.50,264.90,267.50,261.40,"2,74","-0,30"
21.06.2022,267.30,262.60,269.00,260.60,"3,21","2,65"
20.06.2022,260.40,269.40,270.80,257.10,"4,82","-2,98"
17.06.2022,268.40,263.90,271.90,263.30,"2,97","1,74"
16.06.2022,263.80,267.80,270.30,260.70,"2,29","-1,35"
15.06.2022,267.40,270.40,271.60,266.60,"1,92","-1,11"
14.06.2022,270.40,273.30,273.70,264.00,"2,59","-0,44"
13.06.2022,271.60,268.40,273.90,267.50,"2,53","0,97"
10.06.2022,269.00,276.00,279.50,268.50,"2,58","-3,48"
09.06.2022,278.70,271.70,278.70,270.50,"3,78","2,77"
08.06.2022,271.20,288.10,294.60,270.00,"4,28","-5,31"
07.06.2022,286.40,282.50,286.50,278.60,"3,09","1,74"
06.06.2022,281.50,276.00,284.50,276.00,"3,68","2,62"
03.06.2022,274.30,272.00,276.50,271.70,"3,99","1,22"
02.06.2022,271.00,272.00,272.70,268.30,"3,46","-0,15"
01.06.2022,271.40,274.00,277.50,270.50,"4,30","0,11"
31.05.2022,271.10,268.00,280.00,267.60,"11,60","4,67"
30.05.2022,259.00,253.60,260.90,253.60,"4,14","3,43"
27.05.2022,250.40,254.50,256.20,250.20,"2,89","-1,84"
26.05.2022,255.10,249.40,258.00,247.40,"3,86","2,29"
25.05.2022,249.40,245.10,250.30,245.10,"2,47","2,05"
24.05.2022,244.40,248.70,250.80,244.00,"2,39","-1,69"
23.05.2022,248.60,250.00,250.30,242.00,"3,33","0,24"
20.05.2022,248.00,249.70,252.90,248.00,"2,41","-1,20"
18.05.2022,251.00,257.00,258.80,251.00,"3,12","-2,33"
17.05.2022,257.00,258.50,260.60,255.40,"3,67","0,12"
16.05.2022,256.70,257.00,262.00,256.60,"4,59","0,20"
13.05.2022,256.20,254.10,257.90,252.60,"4,95","1,55"
12.05.2022,252.30,249.00,254.80,245.00,"8,03","0,20"
11.05.2022,251.80,246.50,252.00,243.60,"7,81","2,57"
10.05.2022,245.50,246.50,251.40,243.60,"5,57","0,08"
09.05.2022,245.30,251.90,253.40,243.10,"8,57","-3,88"
06.05.2022,255.20,243.30,255.20,242.50,"7,88","4,04"
05.05.2022,245.30,243.40,250.00,242.50,"5,79","4,74"
29.04.2022,234.20,239.30,240.50,233.00,"6,05","-1,60"
28.04.2022,238.00,246.10,249.10,238.00,"4,17","-3,05"
27.04.2022,245.50,245.00,247.20,240.60,"5,18","0,20"
26.04.2022,245.00,259.00,259.00,242.50,"7,41","-5,55"
25.04.2022,259.40,252.00,261.30,249.20,"5,49","2,13"
22.04.2022,254.00,258.60,261.60,250.60,"6,90","-1,36"
21.04.2022,257.50,254.50,258.80,254.50,"4,24","1,18"
20.04.2022,254.50,256.50,259.00,253.00,"6,07","-0,51"
19.04.2022,255.80,252.30,257.80,252.20,"8,61","1,71"
18.04.2022,251.50,260.10,262.20,250.90,"7,09","-3,16"
15.04.2022,259.70,259.50,262.90,259.00,"2,71","0,19"
14.04.2022,259.20,259.00,261.40,254.40,"4,52","1,17"
13.04.2022,256.20,257.00,264.00,255.90,"7,32","1,14"
12.04.2022,253.30,247.00,254.40,245.50,"7,11","2,68"
11.04.2022,246.70,244.20,246.80,240.60,"5,32","1,02"
08.04.2022,244.20,240.20,245.20,240.00,"4,81","2,43"
07.04.2022,238.40,242.00,242.90,237.80,"5,04","-0,96"
06.04.2022,240.70,240.30,247.90,239.80,"6,54","-0,12"
05.04.2022,241.00,243.00,247.30,238.30,"7,28","-0,37"
04.04.2022,241.90,232.00,242.50,230.40,"8,54","6,38"
01.04.2022,227.40,214.40,230.00,211.50,"9,78","6,06"
31.03.2022,214.40,206.10,215.30,206.00,"6,39","3,88"
30.03.2022,206.40,207.70,208.30,206.00,"2,72","0,00"
29.03.2022,206.40,206.10,210.30,203.70,"6,91","0,54"
28.03.2022,205.30,206.30,209.40,203.30,"2,96","-0,48"
25.03.2022,206.30,206.00,208.80,205.40,"2,42","0,49"
24.03.2022,205.30,206.20,210.30,205.30,"5,03","-0,19"
23.03.2022,205.70,207.40,209.50,204.70,"4,19","-0,44"
22.03.2022,206.60,204.20,208.30,203.20,"5,39","1,32"
21.03.2022,203.90,199.50,204.50,199.30,"4,53","4,03"
18.03.2022,196.00,200.20,200.80,196.00,"3,13","-1,16"
17.03.2022,198.30,192.80,200.50,192.80,"6,91","3,28"
16.03.2022,192.00,196.00,197.00,191.10,"4,24","-1,03"
15.03.2022,194.00,200.00,201.70,194.00,"4,96","-4,34"
14.03.2022,202.80,205.20,205.70,202.80,"2,40","-1,02"
11.03.2022,204.90,205.00,206.10,200.00,"5,90","-0,49"
10.03.2022,205.90,195.60,206.60,193.70,"11,49","5,05"
09.03.2022,196.00,198.40,200.60,195.80,"5,62","0,20"
08.03.2022,195.60,194.00,196.70,193.50,"5,14","1,29"
07.03.2022,193.10,198.00,202.90,193.10,"5,68","-1,23"
04.03.2022,195.50,196.20,198.80,194.70,"4,70","-0,56"
03.03.2022,196.60,195.60,199.20,190.10,"6,77","2,24"
02.03.2022,192.30,194.10,200.50,191.30,"6,34","-0,41"
01.03.2022,193.10,193.80,195.60,189.50,"4,59","0,10"
28.02.2022,192.90,177.90,194.00,175.30,"8,91","7,23"
25.02.2022,179.90,171.00,181.60,170.00,"4,60","7,79"
24.02.2022,166.90,170.70,173.00,165.60,"4,05","-9,24"
23.02.2022,183.90,185.40,186.70,182.90,"3,19","-0,11"
22.02.2022,184.10,186.50,189.30,182.90,"5,32","-2,80"
21.02.2022,189.40,194.40,196.70,187.60,"4,16","-1,51"
18.02.2022,192.30,192.10,194.20,189.70,"3,78","0,68"
17.02.2022,191.00,197.60,198.30,190.60,"7,44","-2,35"
16.02.2022,195.60,195.80,198.80,192.90,"5,50","0,46"
15.02.2022,194.70,194.20,197.90,194.10,"4,71","0,46"
14.02.2022,193.80,195.00,198.50,190.30,"7,77","-1,97"
11.02.2022,197.70,188.50,197.70,188.30,"8,16","4,05"
10.02.2022,190.00,186.50,191.00,184.90,"5,45","1,88"
09.02.2022,186.50,184.50,190.70,182.60,"7,27","1,52"
08.02.2022,183.70,172.50,185.00,171.60,"7,92","7,11"
07.02.2022,171.50,165.70,171.50,162.00,"4,87","3,63"
04.02.2022,165.50,169.00,171.20,165.50,"3,21","-1,14"
03.02.2022,167.40,169.00,173.00,166.00,"2,46","-1,24"
02.02.2022,169.50,170.00,173.30,169.30,"3,10","0,18"
01.02.2022,169.20,172.00,173.50,167.80,"2,34","-1,17"
31.01.2022,171.20,171.70,173.60,170.30,"3,08","1,48"
28.01.2022,168.70,172.50,175.00,167.20,"3,53","-2,03"
27.01.2022,172.20,163.00,172.70,162.50,"3,45","3,11"
26.01.2022,167.00,168.00,170.90,166.60,"3,58","-0,60"
25.01.2022,168.00,166.60,169.40,162.10,"4,23","0,96"
24.01.2022,166.40,177.90,177.90,164.70,"6,15","-7,14"
21.01.2022,179.20,178.80,181.40,174.70,"5,12","-0,67"
20.01.2022,180.40,187.00,188.60,177.70,"5,21","-3,43"
19.01.2022,186.80,177.60,187.50,172.90,"5,66","4,47"
18.01.2022,178.80,188.20,189.40,178.80,"2,89","-5,45"
17.01.2022,189.10,188.90,192.90,188.70,"3,79","1,34"
14.01.2022,186.60,189.10,190.80,184.70,"3,27","-1,32"
13.01.2022,189.10,187.70,194.50,186.60,"4,74","-0,05"
